surface,workspace,mechanic,name,classification,reason,source,implementation
scenarios,W03,SC-025,NavigationQuickAccessCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-026,ConfirmationSafetyCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-027,SelectionInteractionCore,INHERIT_AND_BIND,Editable domain working content uses one structured transaction owner,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
scenarios,W03,SC-028,TransactionHistoryCore,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-029,ClipboardTrustCore,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-030,StructuredContentCore,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
scenarios,W03,SC-031,SpatialInteractionCore,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
scenarios,W03,SC-032,AnalyticalWorkbenchCore,OPTIONAL,Only if domain supplies typed compare/history projection,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-033,AuditProvenanceInteractionCore,OPTIONAL,Command receipts only; canonical Audit adapter not implied,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-034,CollectionTableMatrixCore,INHERIT_AND_BIND,Collection/object browse binds row identity and domain actions,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-035,TimelineReplayCore,OPTIONAL,Domain history if justified; never simulated truth,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-036,OperationalWorkbenchCore,NOT_APPLICABLE,No live runtime owned by this surface,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
scenarios,W03,SC-037,ReviewDecisionInteractionCore,OPTIONAL,Decision read projection only; no formal adjudication write,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-038,NotesAnnotationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
scenarios,W03,SC-039,ProductionMappingBoundary,NOT_APPLICABLE,Production mapping is evidence only; no production target in bounded foundation,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,SC-040,PreferenceVsDomainConfigBoundary,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/scenarios.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
scenarios,W03,WorkspaceFrame,WorkspaceFrame,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-002,EXECUTABLE_BOUNDED
scenarios,W03,SidePaneShell,SidePaneShell,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-003,EXECUTABLE_BOUNDED
scenarios,W03,WorkspaceToolbar,WorkspaceToolbar,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-017,EXECUTABLE_BOUNDED
scenarios,W03,CommandPalette,CommandPalette,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-016,EXECUTABLE_BOUNDED
scenarios,W03,ContextActionMenu,ContextActionMenu,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-017,EXECUTABLE_BOUNDED
scenarios,W03,SelectionActionSurface,SelectionActionSurface,INHERIT_AND_BIND,Editable domain working content uses one structured transaction owner,SC-027,EXECUTABLE_BOUNDED
scenarios,W03,InsertionPalette,InsertionPalette,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,SC-030,EXECUTABLE_BOUNDED
scenarios,W03,ContextInspector,ContextInspector,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-004,EXECUTABLE_BOUNDED
scenarios,W03,LensHost,LensHost,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-004,EXECUTABLE_BOUNDED
scenarios,W03,BottomShelf,BottomShelf,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-005,EXECUTABLE_BOUNDED
scenarios,W03,SettingsCenter,SettingsCenter,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-009,EXECUTABLE_BOUNDED
scenarios,W03,ScopedPreferencesOwner,ScopedPreferencesOwner,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-008,EXECUTABLE_BOUNDED
scenarios,W03,FocusAndDismissal,FocusAndDismissal,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-019,EXECUTABLE_BOUNDED
scenarios,W03,UnifiedEditor,UnifiedEditor,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,SC-030,EXECUTABLE_BOUNDED
scenarios,W03,StickyNotes,StickyNotes,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-038,EXECUTABLE_BOUNDED
scenarios,W03,SpatialInteraction,SpatialInteraction,INHERIT_AND_BIND,Explicit shared mechanic in admitted unsuperseded conceptual surface contract,SC-031,EXECUTABLE_BOUNDED
scenarios,W03,OperationalSurface,OperationalSurface,NOT_APPLICABLE,No live runtime owned by this surface,SC-036,EXECUTABLE_BOUNDED
scenarios,W03,WindowMotion,WindowMotion,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-006,EXECUTABLE_BOUNDED
scenarios,W03,SemanticCommandBus,SemanticCommandBus,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-016,EXECUTABLE_BOUNDED
scenarios,W03,StatusFeedback,StatusFeedback,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-022,EXECUTABLE_BOUNDED
scenarios,W03,AnalyticalCompare,AnalyticalCompare,OPTIONAL,Only if domain supplies typed compare/history projection,SC-032,OPEN_NOT_IMPLEMENTED
shell,W01,SC-001,GlobalShellCore,INHERIT_AND_BIND,Navigation owner shared; Shell composition explicitly reopened,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-002,WorkspaceRegionCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-003,PaneResponsiveCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-004,ContextInspectorCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-005,BottomDeepWorkCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-006,PresentationStateCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-007,GlobalPreferenceCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-008,PreferenceScopeResolver,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-009,GlobalSettingsIA,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-010,PreferencePersistenceCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-011,PreferenceExportImportResetModel,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-012,LocaleLanguagePresentationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-013,DirectionAlignmentResolutionCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-014,TypographyAndScriptProfileCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-015,TechnicalTokenBidiIsolationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-016,SemanticCommandCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-017,ActionSurfaceCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-018,ActionAvailabilityCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-019,TransientFocusCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-020,InputKeymapCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-021,AccessibilityInteractionCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-022,StatusFeedbackCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-023,EpistemicStateCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-024,SearchFilterDiscoveryCore,OPTIONAL,Search/filter binds domain source; no fabricated data,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-025,NavigationQuickAccessCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-026,ConfirmationSafetyCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-027,SelectionInteractionCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-028,TransactionHistoryCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-029,ClipboardTrustCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-030,StructuredContentCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-031,SpatialInteractionCore,NOT_APPLICABLE,Current surface objects/operations do not require spatial workspace; future addition needs contract delta,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-032,AnalyticalWorkbenchCore,OPTIONAL,Only if domain supplies typed compare/history projection,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-033,AuditProvenanceInteractionCore,OPTIONAL,Command receipts only; canonical Audit adapter not implied,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-034,CollectionTableMatrixCore,INHERIT_AND_BIND,Collection/object browse binds row identity and domain actions,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-035,TimelineReplayCore,OPTIONAL,Domain history if justified; never simulated truth,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-036,OperationalWorkbenchCore,NOT_APPLICABLE,No live runtime owned by this surface,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-037,ReviewDecisionInteractionCore,OPTIONAL,Decision read projection only; no formal adjudication write,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-038,NotesAnnotationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
shell,W01,SC-039,ProductionMappingBoundary,NOT_APPLICABLE,Production mapping is evidence only; no production target in bounded foundation,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,SC-040,PreferenceVsDomainConfigBoundary,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/shell.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
shell,W01,WorkspaceFrame,WorkspaceFrame,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-002,EXECUTABLE_BOUNDED
shell,W01,SidePaneShell,SidePaneShell,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-003,EXECUTABLE_BOUNDED
shell,W01,WorkspaceToolbar,WorkspaceToolbar,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-017,EXECUTABLE_BOUNDED
shell,W01,CommandPalette,CommandPalette,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-016,EXECUTABLE_BOUNDED
shell,W01,ContextActionMenu,ContextActionMenu,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-017,EXECUTABLE_BOUNDED
shell,W01,SelectionActionSurface,SelectionActionSurface,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,SC-027,EXECUTABLE_BOUNDED
shell,W01,InsertionPalette,InsertionPalette,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,SC-030,EXECUTABLE_BOUNDED
shell,W01,ContextInspector,ContextInspector,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-004,EXECUTABLE_BOUNDED
shell,W01,LensHost,LensHost,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-004,EXECUTABLE_BOUNDED
shell,W01,BottomShelf,BottomShelf,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-005,EXECUTABLE_BOUNDED
shell,W01,SettingsCenter,SettingsCenter,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-009,EXECUTABLE_BOUNDED
shell,W01,ScopedPreferencesOwner,ScopedPreferencesOwner,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-008,EXECUTABLE_BOUNDED
shell,W01,FocusAndDismissal,FocusAndDismissal,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-019,EXECUTABLE_BOUNDED
shell,W01,UnifiedEditor,UnifiedEditor,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,SC-030,EXECUTABLE_BOUNDED
shell,W01,StickyNotes,StickyNotes,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-038,EXECUTABLE_BOUNDED
shell,W01,SpatialInteraction,SpatialInteraction,NOT_APPLICABLE,Current surface objects/operations do not require spatial workspace; future addition needs contract delta,SC-031,EXECUTABLE_BOUNDED
shell,W01,OperationalSurface,OperationalSurface,NOT_APPLICABLE,No live runtime owned by this surface,SC-036,EXECUTABLE_BOUNDED
shell,W01,WindowMotion,WindowMotion,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-006,EXECUTABLE_BOUNDED
shell,W01,SemanticCommandBus,SemanticCommandBus,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-016,EXECUTABLE_BOUNDED
shell,W01,StatusFeedback,StatusFeedback,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-022,EXECUTABLE_BOUNDED
shell,W01,AnalyticalCompare,AnalyticalCompare,OPTIONAL,Only if domain supplies typed compare/history projection,SC-032,OPEN_NOT_IMPLEMENTED
today,W01,SC-001,GlobalShellCore,INHERIT_AND_BIND,Navigation owner shared; Shell composition explicitly reopened,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-002,WorkspaceRegionCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-003,PaneResponsiveCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-004,ContextInspectorCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-005,BottomDeepWorkCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-006,PresentationStateCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-007,GlobalPreferenceCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-008,PreferenceScopeResolver,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-009,GlobalSettingsIA,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-010,PreferencePersistenceCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-011,PreferenceExportImportResetModel,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-012,LocaleLanguagePresentationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-013,DirectionAlignmentResolutionCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-014,TypographyAndScriptProfileCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-015,TechnicalTokenBidiIsolationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-016,SemanticCommandCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-017,ActionSurfaceCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-018,ActionAvailabilityCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-019,TransientFocusCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-020,InputKeymapCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-021,AccessibilityInteractionCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-022,StatusFeedbackCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-023,EpistemicStateCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-024,SearchFilterDiscoveryCore,OPTIONAL,Search/filter binds domain source; no fabricated data,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-025,NavigationQuickAccessCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-026,ConfirmationSafetyCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-027,SelectionInteractionCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-028,TransactionHistoryCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-029,ClipboardTrustCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-030,StructuredContentCore,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-031,SpatialInteractionCore,NOT_APPLICABLE,Current surface objects/operations do not require spatial workspace; future addition needs contract delta,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-032,AnalyticalWorkbenchCore,OPTIONAL,Only if domain supplies typed compare/history projection,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-033,AuditProvenanceInteractionCore,OPTIONAL,Command receipts only; canonical Audit adapter not implied,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-034,CollectionTableMatrixCore,INHERIT_AND_BIND,Collection/object browse binds row identity and domain actions,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-035,TimelineReplayCore,OPTIONAL,Domain history if justified; never simulated truth,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-036,OperationalWorkbenchCore,NOT_APPLICABLE,No live runtime owned by this surface,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-037,ReviewDecisionInteractionCore,OPTIONAL,Decision read projection only; no formal adjudication write,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-038,NotesAnnotationCore,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,PARTIAL_EXECUTABLE_OWNER
today,W01,SC-039,ProductionMappingBoundary,NOT_APPLICABLE,Production mapping is evidence only; no production target in bounded foundation,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,SC-040,PreferenceVsDomainConfigBoundary,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,BigBoss/O05/surfaces/today.json + current Owner addendum,CONCEPT_CONTRACT_ONLY
today,W01,WorkspaceFrame,WorkspaceFrame,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-002,EXECUTABLE_BOUNDED
today,W01,SidePaneShell,SidePaneShell,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-003,EXECUTABLE_BOUNDED
today,W01,WorkspaceToolbar,WorkspaceToolbar,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-017,EXECUTABLE_BOUNDED
today,W01,CommandPalette,CommandPalette,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-016,EXECUTABLE_BOUNDED
today,W01,ContextActionMenu,ContextActionMenu,MANDATORY_INHERIT,Universal presentation/action/state boundary applies; domain supplies content only,SC-017,EXECUTABLE_BOUNDED
today,W01,SelectionActionSurface,SelectionActionSurface,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,SC-027,EXECUTABLE_BOUNDED
today,W01,InsertionPalette,InsertionPalette,OPTIONAL,For personal annotations or working text only; no new canonical domain mutation,SC-030,EXECUTABLE_BOUNDED
