OWNER_REQUIREMENT_ID,SOURCE_DONOR,BLUEPRINT_REQUIREMENT_ID,BLUEPRINT_SELECTOR_FUNCTION_INTERACTION_ID,OWNER_REQUIREMENT_TEXT,SEMANTIC_OWNER,STATE_OWNER,COMMAND_OWNER,PRESENTATION_STYLE_OWNER,SHARED_CORE_OR_DOMAIN_ADAPTER,CURRENT_PRODUCTION_BRANCH,CURRENT_PRODUCTION_SHA,PRODUCTION_FILE,PRODUCTION_COMPONENT_SYMBOL,API_SERVICE_PERSISTENCE_OWNER,ROUTE_DATA_CONTRACT,WRITE_SCOPE,COLLISION_LEGACY_OWNER_NOTES,STATIC_PROOF,SEMANTIC_PROOF,TEST_PROOF,RUNTIME_PROOF,BROWSER_PROOF,VISUAL_PROOF,RESPONSIVE_PROOF,A11Y_PROOF,BIDI_PROOF,MAPPING_STATUS,VERDICT,SEVERITY,DISPOSITION,NOTES
LIB-011,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-011,script#requirement-reconciliation-ledger :: LIB-011 :: CLIP-001; CLIP-002; CLIP-003; TRUST-001; CONVERT-001,Plain text safe; unsupported HTML inert; internal structure preserved where allowed; destructive impact explicit and reversible.,Clipboard policy; External rich-input trust boundary; Clipboard operation surface; Rich-input trust boundary; Block type conversion,GlobalPreferenceCore.clipboard + browser selection; transient clipboard data; selection/document working state; clipboard input only; StructuredDocument working state,paste/copy family; paste; copy/cut/paste; metadata/type conversion,StructuredEditor; ClipboardTrustCore; StructuredEditor type selector,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/ClipboardTrustCore.ts; resources/js/shared/GlobalPreferenceCore.ts; resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,sanitizePaste; preferences.clipboard; paste; current browser selection; StructuredDocument.metadata; block type select,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,"Paste policy exists; complete structured Copy/Cut remains C019.; Copy/Cut atomic/result paths are incomplete, but destination owner is exact.; Safe conversion matrix remains incomplete."
LIB-012,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-012,script#requirement-reconciliation-ledger :: LIB-012 :: SAVE-001; SAVE-002; PROD-001,Blueprint simulates states truthfully; production conversion implements exact revision/recovery contract before product acceptance.,Canonical draft save boundary; Local Recovery boundary; Production integration boundary,Library dirty/saving/conflict + revision lock; Library recovery state keyed by revision; canonical production services external to UI,document.save; recovery.restore; authoritative save/notes/identity only when authorized,LibraryWorkspace + LessonRevisionWorkflow; LibraryWorkspace; N/A,DOMAIN_ADAPTER; DOMAIN_BOUNDARY,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/LibraryWorkspace.vue; app/Modules/Knowledge/Publication/LessonRevisionWorkflow.php; app/Http/Controllers/KnowledgeLearning/WorkbenchController.php,save; lock_version; updateDraft; recoveryKey; changed; restoreRecovery; LessonRevisionWorkflow; WorkbenchController,PATCH /api/cep/v1/library/revisions/{revision}; localStorage recovery only; Existing Library revision API; durable Notes/identity remap not authorized,W02 Library/Learn workbench,bounded local candidate only; NO_WRITE_OUTSIDE_EXISTING_AUTHORIZED_SERVICE_CONTRACT,Recovery != canonical save/autosave; no durable recovery claim.; Do not invent durable Notes/schema/remap/OS topmost authority.,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_BOUNDARY_GATED,AUTHORITY_GATED,P0,AUTHORITY_GATED,"Autosave preference/scheduler absent, but canonical save/conflict destination is exact.; Boundary is exact; absent providers remain explicitly authority/provider-gated, not guessed."
LIB-013,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-013,script#requirement-reconciliation-ledger :: LIB-013 :: BOTTOM-001,Closed shelf contains no Compare/History/Recovery internal tabs; expanded only on invocation.,Bottom deep-work visibility,WorkspaceLayoutCore.bottomOpen,layout.set bottomOpen,WorkspaceFrame #bottom + Library deep work,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/WorkspaceLayoutCore.ts; resources/js/workbench/WorkspaceFrame.vue; resources/js/workbench/LibraryWorkspace.vue,bottomOpen; preferredBottomOpen; template #bottom,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,TRANSFERRED_WITH_PRODUCTION_ADAPTATION,P1,TRANSFERRED_WITH_PRODUCTION_ADAPTATION,Persistent presentation owner separated from semantic preferences; browser inertness proof pending.
LIB-014,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-014,script#requirement-reconciliation-ledger :: LIB-014 :: BIDI-001; BIDI-002; A11Y-001,Execute approved editor/Bidi matrix with Arabic prose + LTR IDs/URL/path/code/punctuation before final freeze.,Chrome/block direction; Block direction/alignment; Accessibility interaction,GlobalPreferenceCore + block metadata; block metadata + global preference; DOM focus + transient UI,preference.set / block metadata; StructuredDocument.metadata; focus/skip/modal/menu commands,Workbench + StructuredEditor + CSS; StructuredEditor + Library Context controls; Workbench/WorkspaceFrame/workbench.css,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/GlobalPreferenceCore.ts; resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue; resources/css/workbench.css; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/Workbench.vue; resources/js/workbench/WorkspaceFrame.vue,chromeDirection; StructuredDocument.metadata; textarea :dir; selected.dir/align controls; keydown; focusWorkspace; trap; closeOverlay; .skip-link,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,Static logic present; mixed-caret browser matrix unproven.; Static owner exact; browser/focus runtime remains C026.
LIB-015,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-015,script#requirement-reconciliation-ledger :: LIB-015 :: PANE-001; PANE-002; PANE-003; PANE-004,"Preserve wide-mode mechanics, clamped widths and separator semantics while adding medium RIGHT transition.",Pane geometry; Pane keyboard geometry; Preferred/effective responsive panes; Pane preference persistence,WorkspaceLayoutCore; WorkspaceLayoutCore + overlay refs,pane.resize; pane.resize keyboard; pane.toggle/reveal; layout.set/import/export,WorkspaceFrame; WorkspaceLayoutCore,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/WorkspaceFrame.vue; resources/js/shared/WorkspaceLayoutCore.ts; resources/css/workbench.css,drag; setWidth; WorkspaceLayoutCore; resizeByKeyboard; preferredLeftOpen/rightOpen; leftOverlay/rightOverlay; structure-overlay/context-overlay; WorkspaceLayoutCore.resolve/set/import/export,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,
LIB-016,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-016,script#requirement-reconciliation-ledger :: LIB-016 :: CSS-001; STR-001; CTX-001; MENU-001; GUTTER-001; QUALITY-001,"Target a Notion-class professional interaction-quality benchmark without copying external visual identity: cohesive direct editing, low friction, reversible operations, strong keyboard/pointer parity, accessible focus behavior, responsive workspace, no toy/demo feel.",Workbench presentation grammar; Library hierarchy representation; One Library context owner; Block command surface; Block gutter/insertion; Writer assurance evidence,presentation only; LibraryHierarchyProjector + route selection; selected/inspected block projection; StructuredEditor transient target + selection; StructuredEditor transient insertion; Review evidence,N/A; tree navigation/search; context inspect actions; block.* via StructuredDocument; insertion.open -> block.insert; none,workbench.css/app.css; LibraryHierarchyTree + LibraryWorkspace LEFT; LibraryWorkspace #right via WorkspaceFrame; StructuredEditor contextmenu surface; StructuredEditor block-gutter; not product-facing,SHARED_CORE; DOMAIN_ADAPTER; GOVERNANCE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/css/workbench.css; resources/css/app.css; app/Modules/Knowledge/Application/Library/LibraryHierarchyProjector.php; resources/js/pages/KnowledgeLearning/components/library/LibraryHierarchyTree.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/WorkspaceFrame.vue; resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts; CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,workbench layer; legacy-shell scope; LibraryHierarchyProjector.project; LibraryHierarchyTree; template #left; template #right; selected; inspectedBlockId; contextPanel; @contextmenu; document.select; run; StructuredDocument methods; block-gutter; openInsertion; insert; writer receipts + review ledgers,N/A,W02 Library/Learn workbench; governance/evidence,bounded local candidate only; evidence only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0,PARTIAL,"Missing hierarchy context remains explicit unresolved technical fallback, not fabricated localized title.; Exact one-owner location exists; full lens host/tabs are incomplete.; True grouped BlockContextMenu UI is missing; current semantic destination owner is exact."
LIB-017,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-017,script#requirement-reconciliation-ledger :: LIB-017 :: ACTION-001; MENU-001; SEL-001; GUTTER-001,Block handle/left-edge affordance opens anchored block menu; text selection opens lightweight inline toolbar; caret opens insertion/slash palette; persistent editor toolbar owns high-value global/document commands; command palette accelerates broader actions. All routes converge on one semantic command owner and truthful action state.,Semantic command availability; Block command surface; Inline selection semantics; Block gutter/insertion,command registry + editor selection; StructuredEditor transient target + selection; StructuredEditor inlineRange + active block; StructuredEditor transient insertion,SemanticCommandCore + StructuredEditor.run; block.* via StructuredDocument; selection formatting/link/reference; insertion.open -> block.insert,Workbench/StructuredEditor; StructuredEditor contextmenu surface; StructuredEditor; StructuredEditor block-gutter,SHARED_CORE; DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/SemanticCommandCore.ts; resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,SemanticCommandCore; run; active; @contextmenu; document.select; StructuredDocument methods; inlineRange; wrap; openInline; applyInline; block-gutter; openInsertion; insert,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Shell registry exists; editor action surfaces are not yet fully converged.; True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.; Captured range helpers exist; selection-adjacent toolbar UI and full actions are incomplete.
LIB-018,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-018,script#requirement-reconciliation-ledger :: LIB-018 :: BANNER-001,"Model it as TOP_BANNER with EXPANDED/COMPACT/HIDDEN presentation states. Hiding it preserves persistent editor toolbar, active KU orientation, critical dirty/save/conflict state and required navigation.",Library document identity/banner,Library surface presentation,Library toolbar/banner actions,LibraryWorkspace .document-banner,DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/LibraryWorkspace.vue,template .document-banner; workbench-heading,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Exact current destination owner exists; EXPANDED/COMPACT/HIDDEN state is not implemented.
LIB-019,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-019,script#requirement-reconciliation-ledger :: LIB-019 :: WORKSPACE-001,"Add one polished central Workspace View / Focus control for LEFT, RIGHT, BOTTOM and TOP_BANNER, plus one-action Focus Mode. Preserve local reveal affordances and prior valid region state so the central control is not a single point of failure.",Workspace presentation control,WorkspaceLayoutCore,pane/banner/bottom/focus presentation commands,WorkspaceFrame/Workbench,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/WorkspaceLayoutCore.ts; resources/js/workbench/WorkspaceFrame.vue; resources/js/workbench/Workbench.vue,WorkspaceLayoutCore; pane controls; shell action surface,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,MISSING,P1,MISSING,Central Workspace View/Focus control is missing; underlying exact layout/action owners are established.
LIB-020,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-020,script#requirement-reconciliation-ledger :: LIB-020 :: FOCUS-001,"Focus Mode collapses/minimizes supporting regions safely, meaningfully expands CENTER, preserves selection/caret/dirty work/active KU, and losslessly restores the prior valid layout.",Workspace focus presentation,WorkspaceLayoutCore + transient focus,focus enter/exit,WorkspaceFrame/Workbench,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/WorkspaceLayoutCore.ts; resources/js/workbench/WorkspaceFrame.vue; resources/js/workbench/Workbench.vue,WorkspaceLayoutCore; WorkspaceFrame pane owners; Workbench focus handlers,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,MISSING,P1,MISSING,One-action Focus Mode state is absent; exact layout/focus owners are established.
LIB-021,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-021,script#requirement-reconciliation-ledger :: LIB-021 :: EDITAUTH-001; ACTION-001,"All user-owned semantically editable content receives direct in-place editing or equally direct editing paths; authority-owned/system metadata, provenance and immutable identifiers remain intentionally read-only and visually clear.",Library editability authority; Semantic command availability,revision.editable + editing; command registry + editor selection,mode/edit actions; SemanticCommandCore + StructuredEditor.run,LibraryWorkspace/StructuredEditor; Workbench/StructuredEditor,DOMAIN_ADAPTER; SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/StructuredEditor.vue; resources/js/shared/SemanticCommandCore.ts,editing; revision.editable; editable prop; SemanticCommandCore; run; active,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Shell registry exists; editor action surfaces are not yet fully converged.
